Source,Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence_num,Study
Embase,Drug candidates in clinical trials for Alzheimer's disease,"Hung, S.-Y.; Fu, W.-M.","Alzheimer's disease (AD) is a major form of senile dementia, characterized by progressive memory and neuronal loss combined with cognitive impairment. AD is the most common neurodegenerative disease worldwide, affecting one-fifth of those aged over 85 years. Recent therapeutic approaches have been strongly influenced by five neuropathological hallmarks of AD: acetylcholine deficiency, glutamate excitotoxicity, extracellular deposition of amyloid-Î_ (AÎ_ plague), formation of intraneuronal neurofibrillary tangles (NTFs), and neuroinflammation. The lowered concentrations of acetylcholine (ACh) in AD result in a progressive and significant loss of cognitive and behavioral function. Current AD medications, memantine and acetylcholinesterase inhibitors (AChEIs) alleviate some of these symptoms by enhancing cholinergic signaling, but they are not curative. Since 2003, no new drugs have been approved for the treatment of AD. This article focuses on the current research in clinical trials targeting the neuropathological findings of AD including acetylcholine response, glutamate transmission, AÎ_ clearance, tau protein deposits, and neuroinflammation. These investigations include acetylcholinesterase inhibitors, agonists and antagonists of neurotransmitter receptors, Î_-secretase (BACE) or Î_-secretase inhibitors, vaccines or antibodies targeting AÎ_ clearance or tau protein, as well as anti-inflammation compounds. Ongoing Phase III clinical trials via passive immunotherapy against AÎ_ peptides (crenezumab, gantenerumab, and aducanumab) seem to be promising. Using small molecules blocking 5-HT6 serotonin receptor (intepirdine), inhibiting BACE activity (E2609, AZD3293, and verubecestat), or reducing tau aggregation (TRx0237) are also currently in Phase III clinical trials. We here systemically review the findings from recent clinical trials to provide a comprehensive review of novel therapeutic compounds in the treatment and prevention of AD.",2017,,Journal of Biomedical Science,24,1,,,10.1186/s12929-017-0355-7,,#358,Hung 2017
Embase,Use of Preventive Medication in Patients With Limited Life Expectancy: A Systematic Review,"Poudel, A.; Yates, P.; Rowett, D.; Nissen, L.M.","Context Optimal prescribing in patients with limited life expectancy (LLE) remains unclear. Objectives This study systematically reviews the published literature regarding the use of preventive medication in patients with reduced life expectancy. Methods A systematic literature search was conducted using three databases (MEDLINE, EMBASE, and CINAHL). Articles published in English from January 1995 to December 2015 were retrieved for analysis to identify peer-reviewed, observational studies assessing use of preventive medications in patients with LLE. Inclusion criteria were: patients with a LLE (less than or equal to two years); prescribed/used preventive medications. Results Of the 15 studies meeting our eligibility criteria, six were from inpatient hospital settings, five in palliative care, three in nursing homes, and one in community settings. The most common life-limiting illnesses described in the studies were cancer (n = 6), cardiovascular diseases (n = 4), dementia and cognitive impairment (n = 2), and other life-limiting illnesses (n = 3). Lipid-lowering medications, especially the statins were frequently prescribed preventive medication followed by antiplatelets, angiotensin converting enzyme inhibitors and angiotensin receptor blockers, anti-osteoporosis medications, and calcium channel blockers. Only four studies reported the instances of medication withdrawal. Conclusion Patients continue to receive medications that are not prescribed as symptomatic treatment despite having a LLE. Very few rigorous studies have been conducted on minimizing preventive medications in patients with LLE, and expert opinion varies on medication optimization at the end of life. A consensus guideline that addresses this gap is of paramount importance.",2017,,Journal of Pain and Symptom Management,53,6,1097-1110.e1,,10.1016/j.jpainsymman.2016.12.350,,#356,Poudel 2017
Embase,Cognitive Impairment and Heart Failure: Systematic Review and Meta-Analysis,"Cannon, J.A.; Moffitt, P.; Perez-Moreno, A.C.; Walters, M.R.; Broomfield, N.M.; McMurray, J.J.V.; Quinn, T.J.","Background Cognitive impairment and dementia are associated with a range of cardiovascular conditions, including hypertension, coronary artery disease, and atrial fibrillation. We aimed to describe the association with heart failure, summarizing published data to give estimates of prevalence, incidence, and relative risk of cognitive impairment/dementia in heart failure. Methods We searched multidisciplinary databases including MEDLINE (OVID), EMBASE (OVID), CINAHL (EBSCO), PsychINFO (EBSCO), Web of Science (Thomson Reuters), and CENTRAL (Cochrane Library) from inception until May 31, 2015. All relevant studies looking at cognitive impairment/dementia in heart failure were included. Studies were selected by 2 independent reviewers using prespecified inclusion/exclusion criteria. Where data allowed, we performed meta-analysis and pooled results using random effects models. Results From 18,000 titles, 37 studies were eligible (n = 8411 participants). Data from 4 prospective cohorts (n = 2513 participants) suggest greater cognitive decline in heart failure compared with non-heart failure over the longer term. These data were not suitable for meta-analysis. In case control studies describing those with and without heart failure (n = 4 papers, 1414 participants) the odds ratio for cognitive impairment in the heart failure population was 1.67 (95% confidence interval 1.15â€“2.42). Prevalence of cognitive impairment in heart failure cohorts (n = 26 studies, 4176 participants) was 43% (95% confidence interval 30â€“55). Conclusions This review suggests a substantial proportion of patients with heart failure have concomitant cognitive problems. This has implications for planning treatment and services. These data do not allow us to comment on causation, and further work is needed to describe the underlying pathophysiology.",2017,,Journal of Cardiac Failure,23,6,464-475,,10.1016/j.cardfail.2017.04.007,,#355,Cannon 2017
Embase,Management of depression in older adults: A review,"Kok, R.M.; Reynolds, C.F.","IMPORTANCE Depression in older adults is a common psychiatric disorder affecting their health-related quality of life. Major depression occurs in 2%of adults aged 55 years or older, and its prevalence rises with increasing age. In addition, 10% to 15%of older adults have clinically significant depressive symptoms, even in the absence of major depression. OBSERVATIONS Depression presents with the same symptoms in older adults as it does in younger populations. In contrast to younger patients, older adults with depression more commonly have several concurrent medical disorders and cognitive impairment. Depression occurring in older patients is often undetected or inadequately treated. Antidepressants are the best-studied treatment option, but psychotherapy, exercise therapy, and electroconvulsive therapymay also be effective. Psychotherapy is recommended for patients with mild to moderate severity depression. Many older patients need the same doses of antidepressant medication that are used for younger adult patients. Although antidepressants may effectively treat depression in older adults, they tend to pose greater risk for adverse events because of multiple medical comorbidities and drug-drug interactions in case of polypharmacy. High-quality evidence does not support the use of pharmacologic treatment of depression in patients with dementia. Polypharmacy in older patients can be minimized by using the Screening Tool of Older Persons Prescriptions and Screening Tool to Alert doctors to Right Treatment (STOPP/START) criteria, a valid and reliable screening tool that enables physicians to avoid potentially inappropriate medications, undertreatment, or errors of omissions in older people. Antidepressants can be gradually tapered over a period of several weeks, but discontinuation of antidepressants may be associated with relapse or recurrence of depression, so the patient should be closely observed. CONCLUSIONS AND RELEVANCE Major depression in older adults is common and can be effectively treated with antidepressants and electroconvulsive therapy. Psychological therapies and exercise may also be effective for mild-moderate depression, for patients who prefer nonpharmacological treatment, or for patients who are too frail for drug treatments.",2017,,JAMA - Journal of the American Medical Association,317,20,2114-2122,,10.1001/jama.2017.5706,,#354,Kok 2017
Embase,Impact of risk-reducing salpingo-oophorectomy in premenopausal women,"Vermeulen, R.F.M.; Beurden, M.; Korse, C.M.; Kenter, G.G.","Objectives: To describe implications of premenopausal risk-reducing salpingo-oophorectomy (RRSO) on quality of life, endocrine symptoms, sexual function, osteoporosis, cardiovascular health, metabolic syndrome, cognitive impairment and safety of hormone replacement therapy. Methods: We searched the following electronic databases: The Cochrane Library, EMBASE, PsycInfo, and MEDLINE. We selected controlled and uncontrolled trials of premenopausal women undergoing RRSO. Two authors independently assessed studies for inclusion. Reference lists of included reports were searched manually for additional studies. Results: Surgical menopause leads to more menopausal complaints and sexual dysfunction than natural menopause. Overall quality of life is not affected by surgery. In the limited literature, there is no evidence that RRSO leads to more osteopenia in comparison with natural menopause at a young age. Cohort studies show a slight impaired cardiovascular health. Cognitive function decreases later in life in premenopausal oophorectomized women. Short-term hormone replacement therapy seems to decline postmenopausal complaints and does not seem to increase the risk for breast carcinoma in mutation carriers without a personal history of breast carcinoma. Conclusions: The conclusions of this systematic review are limited by the absence of randomized, controlled trials. There is growing evidence from observational studies that RRSO may impact negatively on all-cause non-survival endpoints.",2017,,Climacteric,20,3,212-221,,10.1080/13697137.2017.1285879,,#353,Vermeulen 2017
Embase,Decreased central nervous system grey matter volume (GMV) in smokers affects cognitive abilities: A systematic review,"VÅˆukovÃ¡, M.; PtÃ¡Äçek, R.; Raboch, J.; Stefano, G.B.","Although cigarette smoking is a leading cause of preventable mortality, tobacco is consumed by approximately 22% of the adult population worldwide. Smoking is also a risk factor for cardiovascular disease, affects brain processing, and is a recognized risk factor for Alzheimer disease (AD). Tobacco toxins (e.g., nicotine at high levels) inhaled in smoke may cause disorders resulting in preclinical brain changes. Researchers suggest that there are differences in brain volume between smokers and non-smokers. This review examines these differences in brain grey matter volume (GMV). In March/April 2015, MedLine, Embase, and PsycINFO were searched using the terms: â€œgrey matterâ€ù AND â€œvoxel- basedâ€ù AND â€œsmokingâ€ù AND â€œcigaretteâ€ù. The 4 studies analyzed found brain GMV decreases in smokers compared to non-smokers. Furthermore, sexspecific differences were found; while the thalamus and cerebellum were affected in both sexes, decreased GMV in the olfactory gyrus was found only in male smokers. Age-group differences were also found, and these may suggest pre-existing abnormalities that lead to nicotine dependence in younger individuals. Only 1 study found a positive correlation between number of pack-years smoked and GMV. Smoking decreases GMV in most brain areas. This decrease may be responsible for the cognitive impairment and difficulties with emotional regulation found in smokers compared with non-smokers.",2017,,Medical Science Monitor,23,"(VÅˆukovÃ¡ M.; PtÃ¡Äçek R., ptacek@neuro.cz; Raboch J.; Stefano G.B.) Department of Psychiatry, First Faculty of Medicine Charles University, Prague, Czech Republic(VÅˆukovÃ¡ M.; PtÃ¡Äçek R., ptacek@neuro.cz; Raboch J.; Stefano G.B.) General University Hospital, ",1907-1915,,10.12659/MSM.901870,,#349,VÅˆukovÃ¡ 2017
Embase,Chronic kidney disease-related physical frailty and cognitive impairment: a systemic review,"Shen, Z.; Ruan, Q.; Yu, Z.; Sun, Z.","Aim: The objective of this review was to assess chronic kidney disease-related frailty and cognitive impairment, as well as their probable causes, mechanisms and the interventions. Methods: Studies from 1990 to 2015 were reviewed to evaluate the relationship between chronic kidney disease and physical frailty and cognitive impairment. Of the 1694 studies from the initial search, longitudinal studies (n = 22) with the keywords â€œCognitive and CKDâ€ù and longitudinal or cross-sectional studies (n = 5) with the keywords â€œFrailty and CKDâ€ù were included in final analysis. Results: By pooling current research, we show clear evidence for a relationship between chronic kidney disease and frailty and cognitive impairment in major studies. Vascular disease is likely an important mediator, particularly for cognitive impairment. However, non-vascular factors also play an important role. Many of the other mechanisms that contribute to impaired cognitive function and increased frailty in CKD remain to be elucidated. In limited studies, medication therapy did not obtain the ideal effect. There are limited data on treatment strategies, but addressing the vascular disease risk factors earlier in life might decrease the subsequent burden of frailty and cognitive impairment in this population. Multidimensional interventions, which address both microvascular health and other factors, may have substantial benefits for both the cognitive impairments and physical frailty in this vulnerable population. Conclusions: Chronic kidney disease is a potential cause of frailty and cognitive impairment. Vascular and non-vascular factors are the possible causes. The mechanism of chronic kidney disease-induced physical frailty and cognitive impairment suggests that multidimensional interventions may be effective therapeutic strategies in the early stage of chronic kidney disease. Geriatr Gerontol Int 2017; 17: 529â€“544.",2017,,Geriatrics and Gerontology International,17,4,529-544,,10.1111/ggi.12758,,#348,Shen 2017
Embase,Mind over matter? The hidden epidemic of cognitive dysfunction in the older surgical patient,"O'Brien, H.; Mohan, H.; Hare, C.O.; Reynolds, J.V.; Kenny, R.A.","Objective: The aim of this study was to highlight the vulnerability of the aging brain to surgery and anesthesia, examine postoperative cognitive outcomes, and recommend possible interventions. Background: Surgeons are facing increasingly difficult ethical and clinical decisions given the rapidly expanding aging demographic. Cognitive function is not routinely assessed either preoperatively or postoperatively. Potential short and long-term cognitive implications are rarely discussed with the patient despite evidence that postoperative cognitive impairment occurs in up to 65% of older patients. Furthermore, surgery may accelerate the trajectory of cognitive decline and dementia. Methods: An electronic search was conducted using Pubmed/Medline. References from selected studies were cross-referenced and relevant articles retrieved. Data were summarized in a narrative format. Results: There is a hidden epidemic of cognitive dysfunction in the perioperative setting. Up to 40% of patients who develop postoperative delirium (POD) never return to their preoperative cognitive baseline. POD can lead to postoperative cognitive dysfunction (POCD), a more prolonged cognitive impairment associated with longer length of hospital stay and cost, premature withdrawal from the workforce, and greater 1-year mortality. Standardized perioperative cognitive assessment is needed to enable progress. Improving outcomes will depend on a multifaceted approach, including correction of modifiable preoperative risk factors and prompt treatment of POD. Risk factors are discussed and possible interventional strategies are presented. Conclusion: Closer preoperative collaboration between surgeons, geriatricians, and anesthetists will enable identification of complex at-risk older patients. A paradigm shift in the approach to management of the older surgical patient is critical to improve postoperative cognitive outcomes in modern surgery.",2017,,Annals of Surgery,265,4,677-691,,10.1097/SLA.0000000000001900,,#347,O'Brien 2017
Embase,Detecting cognitive changes in preclinical Alzheimer's disease: A review of its feasibility,"Mortamais, M.; Ash, J.A.; Harrison, J.; Kaye, J.; Kramer, J.; Randolph, C.; Pose, C.; Albala, B.; Ropacki, M.; Ritchie, C.W.; Ritchie, K.","Significant progress has been made in characterizing the biological changes occurring in preclinical Alzheimer's disease (AD). Cognitive dysfunction has been viewed, however, as a late-stage phenomenon, despite increasing evidence that changes may be detected in the decades preceding dementia. In the absence of comprehensive evidence-based guidelines for preclinical cognitive assessment, longitudinal cohort and neuroimaging studies have been reviewed to determine the temporal order and brain biomarker correlates of specific cognitive functions. Episodic memory decline was observed to be the most salient cognitive function, correlating with high levels of amyloid deposition and hypoconnectivity across large-scale brain networks. Prospective studies point to early decline in both episodic and semantic memory processing as well as executive functions in the predementia period. The cognitive tests have, however, been principally those used to diagnose dementia. New procedures are required which target more finely the medial temporal lobe subregions first affected by clinically silent AD pathology.",2017,,Alzheimer's and Dementia,13,4,468-492,,10.1016/j.jalz.2016.06.2365,,#346,Mortamais 2017
Embase,Factors predicting incidence of post-operative delirium in older people following hip fracture surgery: a systematic review and meta-analysis,"Smith, T.O.; Cooper, A.; Peryer, G.; Griffiths, R.; Fox, C.; Cross, J.","Objective: Delirium is one of the most common complications following hip fracture surgery in older people. This study identified pre- and peri-operative factors associated with the development of post-operative delirium following hip fracture surgery. Methods: Published and unpublished literature were searched to identify all evidence reporting variables on patient characteristics, on-admission, intra-operative and post-operative management assessing incident delirium in older people following hip fracture surgery. Pooled odds ratio (OR) and mean difference of those who experienced delirium compared to those who did not were calculated for each variable. Evidence was assessed using the Downs and Black appraisal tool and interpreted using the GRADE approach. Results: A total of 6704 people (2090 people with post-operative delirium) from 32 studies were analysed. There was moderate evidence of nearly a two-times greater probability of post-operative delirium for those aged 80 years and over (OR: 1.77; 95% CI: 1.09, 2.87), whether patients lived in a care institution pre-admission (OR: 2.65; 95% CI: 1.79, 3.92), and a six-times greater probability of developing post-operative delirium with a pre-admission diagnosis of dementia (OR: 6.07, 95% CI: 4.84, 7.62). There was no association with intra-operative variables and probability of delirium. Conclusion: Clinicians treating people with a hip fracture should be vigilant towards post-operative delirium if their patients are older, have pre-existing cognitive impairment and poorer overall general health. This is also the case for those who experience post-operative complications such as pneumonia or a urinary tract infection. Copyright Â© 2017 John Wiley & Sons, Ltd.",2017,,International Journal of Geriatric Psychiatry,32,4,386-396,,10.1002/gps.4655,,#345,Smith 2017
Embase,Dementia and co-occurring chronic conditions: a systematic literature review to identify what is known and where are the gaps in the evidence?,"Snowden, M.B.; Steinman, L.E.; Bryant, L.L.; Cherrier, M.M.; Greenlund, K.J.; Leith, K.H.; Levy, C.; Logsdon, R.G.; Copeland, C.; Vogel, M.; Anderson, L.A.; Atkins, D.C.; Bell, J.F.; Fitzpatrick, A.L.","Objective: The challenges posed by people living with multiple chronic conditions are unique for people with dementia and other significant cognitive impairment. There have been recent calls to action to review the existing literature on co-occurring chronic conditions and dementia in order to better understand the effect of cognitive impairment on disease management, mobility, and mortality. Methods: This systematic literature review searched PubMed databases through 2011 (updated in 2016) using key constructs of older adults, moderate-to-severe cognitive impairment (both diagnosed and undiagnosed dementia), and chronic conditions. Reviewers assessed papers for eligibility and extracted key data from each included manuscript. An independent expert panel rated the strength and quality of evidence and prioritized gaps for future study. Results: Four thousand thirty-three articles were identified, of which 147 met criteria for review. We found that moderate-to-severe cognitive impairment increased risks of mortality, was associated with prolonged institutional stays, and decreased function in persons with multiple chronic conditions. There was no relationship between significant cognitive impairment and use of cardiovascular or hypertensive medications for persons with these comorbidities. Prioritized areas for future research include hospitalizations, disease-specific outcomes, diabetes, chronic pain, cardiovascular disease, depression, falls, stroke, and multiple chronic conditions. Conclusions: This review summarizes that living with significant cognitive impairment or dementia negatively impacts mortality, institutionalization, and functional outcomes for people living with multiple chronic conditions. Our findings suggest that chronic-disease management interventions will need to address co-occurring cognitive impairment. Copyright Â© 2017 John Wiley & Sons, Ltd.",2017,,International Journal of Geriatric Psychiatry,32,4,357-371,,10.1002/gps.4652,,#343,Snowden 2017
Embase,Management of acute ischaemic stroke in patients with dementia,"Subic, A.; Cermakova, P.; Norrving, B.; Winblad, B.; von Euler, M.; Kramberger, M.G.; Eriksdotter, M.; Garcia-Ptacek, S.","An estimated 10% of stroke patients have an underlying dementia. As a consequence, health professionals often face the challenge of managing patients with dementia presenting with an acute stroke. Patients with dementia are less likely to receive thrombolysis (0.56â€“10% vs. 1â€“16% thrombolysis rates in the general population), be admitted to a stroke unit or receive some types of care. Anticoagulation for secondary stroke prevention is sometimes withheld, despite dementia not being listed as an exclusion criterion in current guidelines. Studies in this population are scarce, and results have been contradictory. Three observational studies have examined intravenous thrombolysis for treatment of acute ischaemic stroke in patients with dementia. In the two largest matched caseâ€“control studies, there were no significant differences between patients with and without dementia in the risks of intracerebral haemorrhage or mortality. The risk of intracerebral haemorrhage ranged between 14% and 19% for patients with dementia. Studies of other interventions for stroke are lacking for this population. Patients with dementia are less likely to be discharged home compared with controls (19% vs. 41%) and more likely to be disabled (64% vs. 59%) or die during hospitalization (22% vs. 11%). The aim of this review was to summarize current knowledge about the management of ischaemic stroke in patients with pre-existing dementia, including organizational aspects of stroke care, intravenous thrombolysis, access to stroke unit care and use of supportive treatment. Evidence to support anticoagulation for secondary prevention of stroke in patients with atrial fibrillation and antiplatelet therapy in nonembolic stroke will be discussed, as well as rehabilitation and how these factors influence patient outcomes. Finally, ethical issues, knowledge gaps and pathways for future research will be considered.",2017,,Journal of Internal Medicine,281,4,348-364,,10.1111/joim.12588,,#342,Subic 2017
Embase,Unexplained Absences and Risk of Death and Injury Among Nursing Home Residents: A Systematic Review,"Woolford, M.H.; Weller, C.; Ibrahim, J.E.","Background Unexplained absence of nursing home (NH) residents is one of the most challenging issues related to the care of older people. The aim of this review was to examine the death and injury outcomes of unexplained absence of NH residents. Method We searched MEDLINE, CINAHL, EMBASE, PsycINFO, AgeLine, and Cochrane Library to identify qualitative and quantitative studies published in the English language. Data on death and injury were collated, and aggregate proportions were calculated where possible. Results Nine studies were identified; most (nÂ =Â 6) were conducted in the United States. Persons with dementia formed the study population in all studies. There were 1440 individual unexplained absences reported across the 9 studies. We calculated a rate of 82 deaths and 61 injuries per 1000 incidents of unexplained absence. Extreme temperatures were the most common cause of death. Most individuals left by foot, and were found within a 1-mile radius of place last seen in green vegetation and waterways. Conclusion This review provides valuable insight into death and injury outcomes. Further studies are recommended to improve understanding and prevent adverse outcomes.",2017,,Journal of the American Medical Directors Association,18,4,366.e1-366.e15,,10.1016/j.jamda.2017.01.007,,#341,Woolford 2017
Embase,Do occupational therapy interventions improve quality of life in persons with dementia? A meta-analysis with implications for future directions,"Ojagbemi, A.; Owolabi, M.","Occupational therapy (OT) interventions have shown positive effects on physical functioning in persons with dementia (PwD). However, their effect on quality of life (QoL) has been inconsistent in individual clinical trials. The present review appraises current evidence for the use of OT interventions in improving QoL of PwD. Records in the Cochrane Database, MEDLINE, EMBASE, PsycINFO, and Cumulative Index to Nursing and Allied Health Literature were searched for relevant citations, and PubMed was searched for in-process articles. Additional searches of the reference lists of retrieved articles were undertaken. Ten studies involving 1002 PwD met the criteria for syntheses. OT intervention produced small non-significant improvements in overall QoL. The evidence from the present review does not support the specific use of OT interventions for the improvement of QoL in PwD under pragmatic clinical conditions at this time. They may be best used as part of a comprehensive range of interventions for PwD. Recommendations are made for future design of OT interventions focusing on the improvement of QoL, which is central to the well-being of PwD.",2017,,Psychogeriatrics,17,2,133-141,,10.1111/psyg.12201,,#339,Ojagbemi 2017
Embase,"Neuropsychiatric Symptoms in Mild Cognitive Impairment: An Update on Prevalence, Mechanisms, and Clinical Significance","Gallagher, D.; Fischer, C.E.; Iaboni, A.","Objective: Neuropsychiatric symptoms (NPS) may be the first manifestation of an underlying neurocognitive disorder. We undertook a review to provide an update on the epidemiology and etiological mechanisms of NPS that occur in mild cognitive impairment (MCI) and just before the onset of MCI. We discuss common clinical presentations and the implications for diagnosis and care. Method: The authors conducted a selective review of the literature regarding the emergence of NPS in late life, before and after the onset of MCI. We discuss recent publications that explore the epidemiology and etiological mechanisms of NPS in the earliest clinical stages of these disorders. Results: NPS have been reported in 35% to 85% of adults with MCI and also occur in advance of cognitive decline. The occurrence of NPS for the first time in later life should increase suspicion for an underlying neurocognitive disorder. The presenting symptom may provide a clue regarding the etiology of the underlying disorder, and the co-occurrence of NPS may herald a more accelerated cognitive decline. Conclusions: NPS are prevalent in the early clinical stages of neurocognitive disorders and can serve as both useful diagnostic and prognostic indicators. Recognition of NPS as early manifestations of neurocognitive disorders will become increasingly important as we move towards preventative strategies and disease-modifying treatments that may be most effective when deployed in the earliest stages of disease.",2017,,Canadian Journal of Psychiatry,62,3,161-169,,10.1177/0706743716648296,,#338,Gallagher 2017
Embase,Omega-3 fatty acids: Repurposing opportunities for cognition and biobehavioral disturbances in MCI and dementia,"KnÃ¶chel, C.; Voss, M.; GrÃ_ter, F.; Alves, G.S.; Matura, S.; Sepanski, B.; StÃ_blein, M.; Kraft, D.; Prvulovic, D.; Carvalho, A.F.; Reif, A.; Oertel-KnÃ¶chel, V.","Background: Neurodegenerative diseases may directly affect memory performance, thus leading to functional impairments. An increasing body of evidence suggests an association between dietary intake of omega-3 fatty acids and memory functioning in animal models as well as in human studies. Recent evidence supports a potential beneficial role of omega-3 fatty acid supplementation on psychopathological and cognitive symptoms, beside their established positive effects on cardiovascular health. Objective: We summarize relevant and recent evidence from epidemiological, interventional and experimental studies investigating dietary consumption of omega-3 fatty acids and emphazing mechanisms of memory disorders, with a focus on mild cognitive impairment (MCI) and dementia. Omega-3 fatty acid could represent an affordable and accessible adjunctive treatment option to improve cognitive and non-cognitive function with a focus on MCI or dementia. However, apart from its translational promise, which is based on mechanistic models and evidence from animal studies, evidence for clinical benefits in humans is lacking. Method: To follow this research question, a search through electronic databases for the following search terms to identify relevant studies was conducted: â€˜omega 3 fatty acidsâ€™, â€˜cognitionâ€™, â€˜memoryâ€™, Â´AlzheimerÂ´s Disease Â´, Â´dementiaÂ´, Â´MCI`. Studies were included if they presented original data and were published in English between 1990 and 2015. Results: To our the best of our knowledge, there are only 8 interventional studies that investigated the effects of n3-PUFAs in dementia patients, while 6 studies were conducted in healthy individuals, which in combination show equivocal results. Conclusion: This verifies the need for larger and (more) well designed clinical trials.",2017,,Current Alzheimer Research,14,3,240-254,,10.2174/1567205013666160602235520,,#337,KnÃ¶chel 2017
Embase,Effectiveness of psychosocial interventions in reducing grief experienced by family carers of people with dementia: A systematic review,"Wilson, S.; Toye, C.; Aoun, S.; Slatyer, S.; Moyle, W.; Beattie, E.","Background Family carers of people living and dying with dementia experience grief. The prevalence, predictors and associated factors of grief in this population have been identified, and psychosocial interventions to decrease grief symptoms have been implemented. However, the effect of psychosocial interventions on family carersâ€™ grief, loss or bereavement has not been examined. Objective To synthesize the existing evidence regarding the impact of psychosocial interventions to assist adjustment to grief, pre- and post-bereavement, for family carers of people with dementia. Inclusion criteria Types of participants Family carers of older persons with dementia (>65 years). Types of interventions Psychosocial interventions in health and social care facilities, and community settings designed to assist family carers adjust to grief during the dementia trajectory and/or following death. Comparisons No treatment, standard care or treatment as usual, or an alternative intervention. Types of studies Experimental and epidemiological study designs. Outcomes Grief in family carers including anticipatory, complicated and prolonged grief disorder measured with validated instruments. Search strategy A three-step strategy sought to identify both published and unpublished studies from 1995. Methodological quality Assessed by two independent reviewers using standardized critical appraisal tools from the Joanna Briggs Institute Meta Analysis of Statistics Assessment and Review Instrument (JBI-MAStARI). Data extraction The standardized data extraction tool from JBI-MAStARI was used by two reviewers independently. Data synthesis Statistical pooling of results was not possible due to the heterogeneity of the interventions and the outcome measures. Results Data were extracted from three studies. Study designs were a randomized controlled trial; a pre-test, multiple posttest quasi-experimental; and a single group, repeated measures. The interventions were multi-component, had durations of nine to 26 weeks and were delivered while care recipients were alive. All studies were undertaken in the United States. There were 327 family carers, of which 197 received a psychosocial intervention. Family carers were predominantly female (84.7%), Caucasian (73.4%) and caring for their spouse (44.3%). All care recipients had dementia; 68.5% had Alzheimerâ€™s disease. Two studies measured anticipatory grief, and the third study reported normal and complicated grief. Moderate benefits to anticipatory grief were evident upon completion of the â€œEasing the Wayâ€ù intervention (effect size -0.43, P = 0.03). After controlling for research design and control variables, for every hour increase in the interventions focusing on family carersâ€™ cognitive skills, there were associated decreases in carersâ€™ normal grief (parameter estimate [PE]= -0.81, P = 0.02) and complicated grief (PE=-0.87, P = 0.03). For every hour increase in the interventions focusing on carer behavior, there was an associated decrease in carersâ€™ complicated grief (PE = -1.32, P = 0.04). For every hour increase in the interventions focusing on care recipient behavior, there was an associated decrease in carersâ€™ complicated grief (PE = -2.91, P = 0.04). Conclusion There is little evidence upon which to base practice with regard to interventions to reduce any aspects of grief. Findings suggest that different pre-death interventions might be warranted depending upon a family carerâ€™s unique clinical presentation and combination of risk factors. Cognitive skills training provided while the care recipient is alive may positively impact normal and complicated grief following the death of the care recipient. When the cognitive skills training is provided in conjunction with behaviorally oriented interventions that improve the wellbeing of the carer and care recipient, carersâ€™ complicated grief symptoms may be reduced.",2017,,JBI Database of Systematic Reviews and Implementation Reports,15,3,809-839,,10.11124/JBISRIR-2016-003017,,#336,Wilson 2017
Embase,Neurocognitive impairment in patients with comorbid diabetes mellitus and depression,"Padilla, V.L.; Rustad, J.K.; Harvey, P.D.; Wasserman, B.; Ziemer, D.; Musselman, D.L.","Background: Treatment of depression for individuals with type 2 diabetes improves depressive symptoms, but not glycemic control. For patients with depression and cognitive deficits, adherence to diabetes self-management goals may be especially challenging. Objective: We sought to examine whether neurocognitive dysfunction is associated with impaired diabetes adherence and control, examine the effect of depression, and determine if treatments of neurocognitive dysfunction improved glycemic control and perhaps even depression. Methods: Electronic data searches of PubMed, Medline, and the Cochrane Library (years 2000-2016) were performed using keywords: ""depression"", ""diabetes"", ""cognition"", and ""dementia."" The authors, in consensus, selected pivotal studies and conducted a narrative review of twenty clinical studies. Results: Depression is a risk factor for greater morbidity in individuals with type 2 diabetes. Deficits in cognition and functional capacity are also risk factors and it is likely the case that they have separable influences upon diabetes-relevant outcomes. Support of both provider management, i.e., intensification of antidepressant or hypoglycemic medication dosing, and patient medication adherence, respectively, is associated with both improved glycemic control and depressive symptoms. To date, no studies have systematically identified the cognitive deficits of individuals with diabetes and utilized neuropsychological interventions to surmount such deficits in order to achieve improved glycemic control. Conclusions: Cognitive dysfunction, an important covariate in the relationship between depression and impaired diabetes self-management, can be precisely targeted. Randomized, controlled treatments of neurocognitive dysfunction in patients with diabetes should assess for improved glycemic control, and perhaps even depression.",2017,,Personalized Medicine in Psychiatry,2-Jan,"(Padilla V.L.; Harvey P.D.; Wasserman B.; Musselman D.L., dmusselman@med.miami.edu) Department of Psychiatry and Behavioral Sciences, University of Miami Leonard M. Miller School of Medicine, Miami, FL, United States(Rustad J.K.) Mental Health and Behavio",10-Feb,,10.1016/j.pmip.2016.12.004,,#335,Padilla 2017
